Year,Month,Date,ICD Sub-Chapter,ICD Sub-Chapter Code,Deaths
2001,Mar,2001/03,Viral hepatitis,B15-B19,498
2001,Mar,2001/03,Human immunodeficiency virus [HIV] disease,B20-B24,1206
2001,Mar,2001/03,Sequelae of infectious and parasitic diseases,B90-B94,132
2001,Mar,2001/03,Diabetes mellitus,E10-E14,6433
2001,Mar,2001/03,Malnutrition,E40-E46,324
2001,Mar,2001/03,Obesity and other hyperalimentation,E65-E68,274
2001,Mar,2001/03,Other degenerative diseases of the nervous system,G30-G31,4937
2001,Mar,2001/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1138
2001,Mar,2001/03,"Diseases of arteries, arterioles and capillaries",I70-I78,3579
2001,Mar,2001/03,Influenza and pneumonia,J09-J18,6127
2001,Mar,2001/03,Chronic lower respiratory diseases,J40-J47,12136
2001,Mar,2001/03,Diseases of liver,K70-K76,2944
2001,Mar,2001/03,Transport accidents,V01-V99,3466
2001,Mar,2001/03,Intentional self-harm,X60-X84,2540
2001,Apr,2001/04,Tuberculosis,A16-A19,56
2001,Apr,2001/04,Other bacterial diseases,A30-A49,2735
2001,Apr,2001/04,Viral hepatitis,B15-B19,449
2001,Apr,2001/04,Human immunodeficiency virus [HIV] disease,B20-B24,1168
2001,Apr,2001/04,Sequelae of infectious and parasitic diseases,B90-B94,115
2001,Apr,2001/04,Diabetes mellitus,E10-E14,5969
2001,Apr,2001/04,Malnutrition,E40-E46,275
2001,Apr,2001/04,Obesity and other hyperalimentation,E65-E68,266
2001,Apr,2001/04,Other degenerative diseases of the nervous system,G30-G31,4549
2001,Apr,2001/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1067
2001,Apr,2001/04,"Diseases of arteries, arterioles and capillaries",I70-I78,3334
2001,Apr,2001/04,Influenza and pneumonia,J09-J18,5353
2001,Apr,2001/04,Chronic lower respiratory diseases,J40-J47,11455
2001,Apr,2001/04,Diseases of liver,K70-K76,2889
2001,Apr,2001/04,Transport accidents,V01-V99,3641
2001,Apr,2001/04,Intentional self-harm,X60-X84,2596
2001,May,2001/05,Tuberculosis,A16-A19,66
2001,May,2001/05,Other bacterial diseases,A30-A49,2788
2001,May,2001/05,Viral hepatitis,B15-B19,465
2001,May,2001/05,Human immunodeficiency virus [HIV] disease,B20-B24,1174
2001,May,2001/05,Sequelae of infectious and parasitic diseases,B90-B94,139
2001,May,2001/05,Diabetes mellitus,E10-E14,5840
2001,May,2001/05,Malnutrition,E40-E46,313
2001,May,2001/05,Obesity and other hyperalimentation,E65-E68,253
2001,May,2001/05,Other degenerative diseases of the nervous system,G30-G31,4476
2001,May,2001/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1088
2001,May,2001/05,"Diseases of arteries, arterioles and capillaries",I70-I78,3306
2001,May,2001/05,Influenza and pneumonia,J09-J18,4808
2001,May,2001/05,Chronic lower respiratory diseases,J40-J47,10596
2001,May,2001/05,Diseases of liver,K70-K76,2744
2001,May,2001/05,Transport accidents,V01-V99,4074
2001,May,2001/05,Intentional self-harm,X60-X84,2739
2001,Jun,2001/06,Tuberculosis,A16-A19,70
2001,Jun,2001/06,Other bacterial diseases,A30-A49,2581
2001,Jun,2001/06,Viral hepatitis,B15-B19,400
2001,Jun,2001/06,Human immunodeficiency virus [HIV] disease,B20-B24,1096
2001,Jun,2001/06,Sequelae of infectious and parasitic diseases,B90-B94,130
2001,Jun,2001/06,Diabetes mellitus,E10-E14,5589
2001,Jun,2001/06,Malnutrition,E40-E46,268
2001,Jun,2001/06,Obesity and other hyperalimentation,E65-E68,216
2001,Jun,2001/06,Other degenerative diseases of the nervous system,G30-G31,4156
2001,Jun,2001/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,980
2001,Jun,2001/06,"Diseases of arteries, arterioles and capillaries",I70-I78,2997
2001,Jun,2001/06,Influenza and pneumonia,J09-J18,4660
2001,Jun,2001/06,Chronic lower respiratory diseases,J40-J47,9844
2001,Jun,2001/06,Diseases of liver,K70-K76,2737
2001,Jun,2001/06,Transport accidents,V01-V99,4004
2001,Jun,2001/06,Intentional self-harm,X60-X84,2553
2001,Jul,2001/07,Tuberculosis,A16-A19,57
2001,Jul,2001/07,Other bacterial diseases,A30-A49,2638
2001,Jul,2001/07,Viral hepatitis,B15-B19,463
2001,Jul,2001/07,Human immunodeficiency virus [HIV] disease,B20-B24,1097
2001,Jul,2001/07,Sequelae of infectious and parasitic diseases,B90-B94,132
2001,Jul,2001/07,Diabetes mellitus,E10-E14,5570
2001,Jul,2001/07,Malnutrition,E40-E46,278
2001,Jul,2001/07,Obesity and other hyperalimentation,E65-E68,278
2001,Jul,2001/07,Other degenerative diseases of the nervous system,G30-G31,4105
2001,Jul,2001/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1064
2001,Jul,2001/07,"Diseases of arteries, arterioles and capillaries",I70-I78,3080
2001,Jul,2001/07,Influenza and pneumonia,J09-J18,4231
2001,Jul,2001/07,Chronic lower respiratory diseases,J40-J47,8847
2001,Jul,2001/07,Diseases of liver,K70-K76,2781
2001,Jul,2001/07,Transport accidents,V01-V99,4359
2001,Jul,2001/07,Intentional self-harm,X60-X84,2744
2001,Aug,2001/08,Tuberculosis,A16-A19,70
2001,Aug,2001/08,Other bacterial diseases,A30-A49,2587
2001,Aug,2001/08,Viral hepatitis,B15-B19,423
2001,Aug,2001/08,Human immunodeficiency virus [HIV] disease,B20-B24,1217
2001,Aug,2001/08,Sequelae of infectious and parasitic diseases,B90-B94,105
2001,Aug,2001/08,Diabetes mellitus,E10-E14,5547
2001,Aug,2001/08,Malnutrition,E40-E46,273
2001,Aug,2001/08,Obesity and other hyperalimentation,E65-E68,256
2001,Aug,2001/08,Other degenerative diseases of the nervous system,G30-G31,4209
2001,Aug,2001/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1079
2001,Aug,2001/08,"Diseases of arteries, arterioles and capillaries",I70-I78,3046
2001,Aug,2001/08,Influenza and pneumonia,J09-J18,3839
2001,Aug,2001/08,Chronic lower respiratory diseases,J40-J47,8536
2001,Aug,2001/08,Diseases of liver,K70-K76,2934
2001,Aug,2001/08,Transport accidents,V01-V99,4324
2001,Aug,2001/08,Intentional self-harm,X60-X84,2667
2001,Sep,2001/09,Tuberculosis,A16-A19,53
2001,Sep,2001/09,Other bacterial diseases,A30-A49,2612
2001,Sep,2001/09,Viral hepatitis,B15-B19,465
2001,Sep,2001/09,Human immunodeficiency virus [HIV] disease,B20-B24,1116
2001,Sep,2001/09,Sequelae of infectious and parasitic diseases,B90-B94,117
2001,Sep,2001/09,Diabetes mellitus,E10-E14,5535
2001,Sep,2001/09,Malnutrition,E40-E46,228
2001,Sep,2001/09,Obesity and other hyperalimentation,E65-E68,255
2001,Sep,2001/09,Other degenerative diseases of the nervous system,G30-G31,4135
2001,Sep,2001/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1059
2001,Sep,2001/09,"Diseases of arteries, arterioles and capillaries",I70-I78,3038
2001,Sep,2001/09,Influenza and pneumonia,J09-J18,4009
2001,Sep,2001/09,Chronic lower respiratory diseases,J40-J47,8313
2001,Sep,2001/09,Diseases of liver,K70-K76,2871
2001,Sep,2001/09,Transport accidents,V01-V99,3957
2001,Sep,2001/09,Intentional self-harm,X60-X84,2399
2001,Oct,2001/10,Tuberculosis,A16-A19,63
2001,Oct,2001/10,Other bacterial diseases,A30-A49,2841
2001,Oct,2001/10,Viral hepatitis,B15-B19,506
2001,Oct,2001/10,Human immunodeficiency virus [HIV] disease,B20-B24,1209
2001,Oct,2001/10,Sequelae of infectious and parasitic diseases,B90-B94,142
2001,Oct,2001/10,Diabetes mellitus,E10-E14,5812
2001,Oct,2001/10,Malnutrition,E40-E46,288
2001,Oct,2001/10,Obesity and other hyperalimentation,E65-E68,292
2001,Oct,2001/10,Other degenerative diseases of the nervous system,G30-G31,4807
2001,Oct,2001/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1132
2001,Oct,2001/10,"Diseases of arteries, arterioles and capillaries",I70-I78,3347
2001,Oct,2001/10,Influenza and pneumonia,J09-J18,5086
2001,Oct,2001/10,Chronic lower respiratory diseases,J40-J47,9409
2001,Oct,2001/10,Diseases of liver,K70-K76,2995
2001,Oct,2001/10,Transport accidents,V01-V99,4278
2001,Oct,2001/10,Intentional self-harm,X60-X84,2584
2001,Nov,2001/11,Tuberculosis,A16-A19,53
2001,Nov,2001/11,Other bacterial diseases,A30-A49,2838
2001,Nov,2001/11,Viral hepatitis,B15-B19,498
2001,Nov,2001/11,Human immunodeficiency virus [HIV] disease,B20-B24,1131
2001,Nov,2001/11,Sequelae of infectious and parasitic diseases,B90-B94,136
2001,Nov,2001/11,Diabetes mellitus,E10-E14,5966
2001,Nov,2001/11,Malnutrition,E40-E46,256
2001,Nov,2001/11,Obesity and other hyperalimentation,E65-E68,271
2001,Nov,2001/11,Other degenerative diseases of the nervous system,G30-G31,4798
2001,Nov,2001/11,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1138
2001,Nov,2001/11,"Diseases of arteries, arterioles and capillaries",I70-I78,3215
2001,Nov,2001/11,Influenza and pneumonia,J09-J18,4949
2001,Nov,2001/11,Chronic lower respiratory diseases,J40-J47,9513
2001,Nov,2001/11,Diseases of liver,K70-K76,2936
2001,Nov,2001/11,Transport accidents,V01-V99,4274
2001,Nov,2001/11,Intentional self-harm,X60-X84,2507
2001,Dec,2001/12,Tuberculosis,A16-A19,59
2001,Dec,2001/12,Other bacterial diseases,A30-A49,2997
2001,Dec,2001/12,Viral hepatitis,B15-B19,487
2001,Dec,2001/12,Human immunodeficiency virus [HIV] disease,B20-B24,1193
2001,Dec,2001/12,Sequelae of infectious and parasitic diseases,B90-B94,132
2001,Dec,2001/12,Diabetes mellitus,E10-E14,6333
2001,Dec,2001/12,Malnutrition,E40-E46,303
2001,Dec,2001/12,Obesity and other hyperalimentation,E65-E68,256
2001,Dec,2001/12,Other degenerative diseases of the nervous system,G30-G31,4919
2001,Dec,2001/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1176
2001,Dec,2001/12,"Diseases of arteries, arterioles and capillaries",I70-I78,3504
2001,Dec,2001/12,Influenza and pneumonia,J09-J18,5641
2001,Dec,2001/12,Chronic lower respiratory diseases,J40-J47,10579
2001,Dec,2001/12,Diseases of liver,K70-K76,3160
2001,Dec,2001/12,Transport accidents,V01-V99,4032
2001,Dec,2001/12,Intentional self-harm,X60-X84,2399
2002,Jan,2002/01,Tuberculosis,A16-A19,94
2002,Jan,2002/01,Other bacterial diseases,A30-A49,3437
2002,Jan,2002/01,Viral hepatitis,B15-B19,499
2002,Jan,2002/01,Human immunodeficiency virus [HIV] disease,B20-B24,1267
2002,Jan,2002/01,Sequelae of infectious and parasitic diseases,B90-B94,202
2002,Jan,2002/01,Diabetes mellitus,E10-E14,6835
2002,Jan,2002/01,Malnutrition,E40-E46,347
2002,Jan,2002/01,Obesity and other hyperalimentation,E65-E68,370
2002,Jan,2002/01,Other degenerative diseases of the nervous system,G30-G31,5802
2002,Jan,2002/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1251
2002,Jan,2002/01,"Diseases of arteries, arterioles and capillaries",I70-I78,3708
2002,Jan,2002/01,Influenza and pneumonia,J09-J18,7139
2002,Jan,2002/01,Chronic lower respiratory diseases,J40-J47,12257
2002,Jan,2002/01,Diseases of liver,K70-K76,3132
2002,Jan,2002/01,Transport accidents,V01-V99,3632
2002,Jan,2002/01,Intentional self-harm,X60-X84,2750
2002,Feb,2002/02,Tuberculosis,A16-A19,70
2002,Feb,2002/02,Other bacterial diseases,A30-A49,3158
2002,Feb,2002/02,Viral hepatitis,B15-B19,433
2002,Feb,2002/02,Human immunodeficiency virus [HIV] disease,B20-B24,1161
2002,Feb,2002/02,Sequelae of infectious and parasitic diseases,B90-B94,179
2002,Feb,2002/02,Diabetes mellitus,E10-E14,6314
2002,Feb,2002/02,Malnutrition,E40-E46,313
2002,Feb,2002/02,Obesity and other hyperalimentation,E65-E68,290
2002,Feb,2002/02,Other degenerative diseases of the nervous system,G30-G31,5017
2002,Feb,2002/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1131
2002,Feb,2002/02,"Diseases of arteries, arterioles and capillaries",I70-I78,3289
2002,Feb,2002/02,Influenza and pneumonia,J09-J18,7587
2002,Feb,2002/02,Chronic lower respiratory diseases,J40-J47,12362
2002,Feb,2002/02,Diseases of liver,K70-K76,2860
2002,Feb,2002/02,Transport accidents,V01-V99,3197
2002,Feb,2002/02,Intentional self-harm,X60-X84,2411
2002,Mar,2002/03,Tuberculosis,A16-A19,68
2002,Mar,2002/03,Other bacterial diseases,A30-A49,3393
2002,Mar,2002/03,Viral hepatitis,B15-B19,522
2002,Mar,2002/03,Human immunodeficiency virus [HIV] disease,B20-B24,1172
2002,Mar,2002/03,Sequelae of infectious and parasitic diseases,B90-B94,190
2002,Mar,2002/03,Diabetes mellitus,E10-E14,6700
2002,Mar,2002/03,Malnutrition,E40-E46,358
2002,Mar,2002/03,Obesity and other hyperalimentation,E65-E68,330
2002,Mar,2002/03,Other degenerative diseases of the nervous system,G30-G31,5761
2002,Mar,2002/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1267
2002,Mar,2002/03,"Diseases of arteries, arterioles and capillaries",I70-I78,3559
2002,Mar,2002/03,Influenza and pneumonia,J09-J18,8123
2002,Mar,2002/03,Chronic lower respiratory diseases,J40-J47,13468
2002,Mar,2002/03,Diseases of liver,K70-K76,3150
2002,Mar,2002/03,Transport accidents,V01-V99,3826
2002,Mar,2002/03,Intentional self-harm,X60-X84,2602
2002,Apr,2002/04,Tuberculosis,A16-A19,73
2002,Apr,2002/04,Other bacterial diseases,A30-A49,2917
2002,Apr,2002/04,Viral hepatitis,B15-B19,462
2002,Apr,2002/04,Human immunodeficiency virus [HIV] disease,B20-B24,1110
2002,Apr,2002/04,Sequelae of infectious and parasitic diseases,B90-B94,172
2002,Apr,2002/04,Diabetes mellitus,E10-E14,6081
2002,Apr,2002/04,Malnutrition,E40-E46,290
2002,Apr,2002/04,Obesity and other hyperalimentation,E65-E68,318
2002,Apr,2002/04,Other degenerative diseases of the nervous system,G30-G31,4615
2002,Apr,2002/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1132
2002,Apr,2002/04,"Diseases of arteries, arterioles and capillaries",I70-I78,3130
2002,Apr,2002/04,Influenza and pneumonia,J09-J18,5589
2002,Apr,2002/04,Chronic lower respiratory diseases,J40-J47,10738
2002,Apr,2002/04,Diseases of liver,K70-K76,2946
2002,Apr,2002/04,Transport accidents,V01-V99,3589
2002,Apr,2002/04,Intentional self-harm,X60-X84,2753
2002,May,2002/05,Tuberculosis,A16-A19,49
2002,May,2002/05,Other bacterial diseases,A30-A49,2852
2002,May,2002/05,Viral hepatitis,B15-B19,515
2002,May,2002/05,Human immunodeficiency virus [HIV] disease,B20-B24,1208
2002,May,2002/05,Sequelae of infectious and parasitic diseases,B90-B94,152
2002,May,2002/05,Diabetes mellitus,E10-E14,6135
2002,May,2002/05,Malnutrition,E40-E46,288
2002,May,2002/05,Obesity and other hyperalimentation,E65-E68,306
2002,May,2002/05,Other degenerative diseases of the nervous system,G30-G31,4555
2002,May,2002/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1129
2002,May,2002/05,"Diseases of arteries, arterioles and capillaries",I70-I78,3144
2002,May,2002/05,Influenza and pneumonia,J09-J18,4849
2002,May,2002/05,Chronic lower respiratory diseases,J40-J47,9937
2002,May,2002/05,Diseases of liver,K70-K76,2950
2002,May,2002/05,Transport accidents,V01-V99,4119
2002,May,2002/05,Intentional self-harm,X60-X84,2769
2002,Jun,2002/06,Tuberculosis,A16-A19,60
2002,Jun,2002/06,Other bacterial diseases,A30-A49,2600
2002,Jun,2002/06,Viral hepatitis,B15-B19,429
2002,Jun,2002/06,Human immunodeficiency virus [HIV] disease,B20-B24,1121
2002,Jun,2002/06,Sequelae of infectious and parasitic diseases,B90-B94,161
2002,Jun,2002/06,Diabetes mellitus,E10-E14,5657
2002,Jun,2002/06,Malnutrition,E40-E46,227
2002,Jun,2002/06,Obesity and other hyperalimentation,E65-E68,283
2002,Jun,2002/06,Other degenerative diseases of the nervous system,G30-G31,4161
2002,Jun,2002/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,976
2002,Jun,2002/06,"Diseases of arteries, arterioles and capillaries",I70-I78,2932
2002,Jun,2002/06,Influenza and pneumonia,J09-J18,4346
2002,Jun,2002/06,Chronic lower respiratory diseases,J40-J47,9274
2002,Jun,2002/06,Diseases of liver,K70-K76,2785
2002,Jun,2002/06,Transport accidents,V01-V99,4263
2002,Jun,2002/06,Intentional self-harm,X60-X84,2585
2002,Jul,2002/07,Tuberculosis,A16-A19,73
2002,Jul,2002/07,Other bacterial diseases,A30-A49,2750
2002,Jul,2002/07,Viral hepatitis,B15-B19,480
2002,Jul,2002/07,Human immunodeficiency virus [HIV] disease,B20-B24,1163
2002,Jul,2002/07,Sequelae of infectious and parasitic diseases,B90-B94,176
2002,Jul,2002/07,Diabetes mellitus,E10-E14,5778
2002,Jul,2002/07,Malnutrition,E40-E46,254
2002,Jul,2002/07,Obesity and other hyperalimentation,E65-E68,278
2002,Jul,2002/07,Other degenerative diseases of the nervous system,G30-G31,4384
2002,Jul,2002/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1124
2002,Jul,2002/07,"Diseases of arteries, arterioles and capillaries",I70-I78,3037
2002,Jul,2002/07,Influenza and pneumonia,J09-J18,4136
2002,Jul,2002/07,Chronic lower respiratory diseases,J40-J47,9086
2002,Jul,2002/07,Diseases of liver,K70-K76,2894
2002,Jul,2002/07,Transport accidents,V01-V99,4519
2002,Jul,2002/07,Intentional self-harm,X60-X84,2811
2002,Aug,2002/08,Tuberculosis,A16-A19,49
2002,Aug,2002/08,Other bacterial diseases,A30-A49,2662
2002,Aug,2002/08,Viral hepatitis,B15-B19,490
2002,Aug,2002/08,Human immunodeficiency virus [HIV] disease,B20-B24,1181
2002,Aug,2002/08,Sequelae of infectious and parasitic diseases,B90-B94,150
2002,Aug,2002/08,Diabetes mellitus,E10-E14,5593
2002,Aug,2002/08,Malnutrition,E40-E46,257
2002,Aug,2002/08,Obesity and other hyperalimentation,E65-E68,267
2002,Aug,2002/08,Other degenerative diseases of the nervous system,G30-G31,4531
2002,Aug,2002/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1132
2002,Aug,2002/08,"Diseases of arteries, arterioles and capillaries",I70-I78,2927
2002,Aug,2002/08,Influenza and pneumonia,J09-J18,4076
2002,Aug,2002/08,Chronic lower respiratory diseases,J40-J47,8733
2002,Aug,2002/08,Diseases of liver,K70-K76,2867
2002,Aug,2002/08,Transport accidents,V01-V99,4397
2002,Aug,2002/08,Intentional self-harm,X60-X84,2788
2002,Sep,2002/09,Tuberculosis,A16-A19,77
2002,Sep,2002/09,Other bacterial diseases,A30-A49,2589
2002,Sep,2002/09,Viral hepatitis,B15-B19,417
2002,Sep,2002/09,Human immunodeficiency virus [HIV] disease,B20-B24,1139
2002,Sep,2002/09,Sequelae of infectious and parasitic diseases,B90-B94,173
2002,Sep,2002/09,Diabetes mellitus,E10-E14,5594
2002,Sep,2002/09,Malnutrition,E40-E46,302
2002,Sep,2002/09,Obesity and other hyperalimentation,E65-E68,266
2002,Sep,2002/09,Other degenerative diseases of the nervous system,G30-G31,4556
2002,Sep,2002/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1054
2002,Sep,2002/09,"Diseases of arteries, arterioles and capillaries",I70-I78,3004
2002,Sep,2002/09,Influenza and pneumonia,J09-J18,4099
2002,Sep,2002/09,Chronic lower respiratory diseases,J40-J47,8520
2002,Sep,2002/09,Diseases of liver,K70-K76,2866
2002,Sep,2002/09,Transport accidents,V01-V99,4258
2002,Sep,2002/09,Intentional self-harm,X60-X84,2644
2002,Oct,2002/10,Tuberculosis,A16-A19,73
2002,Oct,2002/10,Other bacterial diseases,A30-A49,2857
2002,Oct,2002/10,Viral hepatitis,B15-B19,506
2002,Oct,2002/10,Human immunodeficiency virus [HIV] disease,B20-B24,1179
2002,Oct,2002/10,Sequelae of infectious and parasitic diseases,B90-B94,185
2002,Oct,2002/10,Diabetes mellitus,E10-E14,5821
2002,Oct,2002/10,Malnutrition,E40-E46,283
2002,Oct,2002/10,Obesity and other hyperalimentation,E65-E68,287
2002,Oct,2002/10,Other degenerative diseases of the nervous system,G30-G31,5193
2002,Oct,2002/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1112
2002,Oct,2002/10,"Diseases of arteries, arterioles and capillaries",I70-I78,3213
2002,Oct,2002/10,Influenza and pneumonia,J09-J18,4673
2002,Oct,2002/10,Chronic lower respiratory diseases,J40-J47,9286
2002,Oct,2002/10,Diseases of liver,K70-K76,3031
2002,Oct,2002/10,Transport accidents,V01-V99,4165
2002,Oct,2002/10,Intentional self-harm,X60-X84,2586
2002,Nov,2002/11,Tuberculosis,A16-A19,53
2002,Nov,2002/11,Other bacterial diseases,A30-A49,2917
2002,Nov,2002/11,Viral hepatitis,B15-B19,531
2002,Nov,2002/11,Human immunodeficiency virus [HIV] disease,B20-B24,1148
2002,Nov,2002/11,Sequelae of infectious and parasitic diseases,B90-B94,182
2002,Nov,2002/11,Diabetes mellitus,E10-E14,6049
2002,Nov,2002/11,Malnutrition,E40-E46,281
2002,Nov,2002/11,Obesity and other hyperalimentation,E65-E68,329
2002,Nov,2002/11,Other degenerative diseases of the nervous system,G30-G31,5516
